"site","location","start_time","flux_ch4_mmol","flux_ch4_g","flux_co2_mmol","flux_co2_g","trip"
"Catfish","C1B",2022-09-06 10:06:06.641,0.430507733175634,0.00690534404013718,90.1219004928842,3.96626484069183,1
"Catfish","C1E",2022-09-06 10:08:56.358,0.586370987084164,0.00940539063282999,159.428171359434,7.01643382152868,1
"Catfish","C2A",2022-09-06 10:11:45.233,0.266570033388819,0.00427578333555665,46.3129846059698,2.03823445250873,1
"Catfish","C2C",2022-09-06 10:18:23.836,0.561358650019528,0.00900419274631323,105.869119837421,4.65929996404491,1
"Catfish","C2D",2022-09-06 10:22:49.652,0.798842109739093,0.0128134274402151,101.926271032793,4.48577518815324,1
"Catfish","C3B",2022-09-06 10:25:55.422,1.1650617306156,0.0186875901590742,170.675015526007,7.51140743329957,1
"Catfish","C3E",2022-09-06 10:28:42.130,0.273870763071704,0.00439288703967014,46.9893130310001,2.06799966649432,1
"Catfish","C4A",2022-09-06 10:32:08.835,0.262656316903371,0.00421300732313008,40.6398345544275,1.78855911874035,1
"Catfish","C4C",2022-09-06 10:37:29.625,0.908627520815346,0.0145743854338782,150.841046816443,6.63851447039165,1
"Catfish","C4D",2022-09-06 10:43:26.323,0.398856494185813,0.00639765816674044,72.6157325154354,3.19581838800431,1
"Catfish","C5B",2022-09-06 10:47:55.235,1.36989919821024,0.0219731831392922,89.8477741170266,3.95420053889034,1
"Catfish","C5E",2022-09-06 10:51:05.930,0.462453499054371,0.00741775412483212,53.6558354132872,2.36139331653877,1
"Catfish","C1B",2022-09-06 13:02:22.736,0.613256134566896,0.00983662839845302,78.3918100289581,3.45002355937445,2
"Catfish","C1E",2022-09-06 13:05:52.529,0.553999153652623,0.00888614642458807,106.260024857651,4.67650369398523,2
"Catfish","C2A",2022-09-06 13:08:54.230,0.484292678737166,0.00776805456694414,42.241636076953,1.8590544037467,2
"Catfish","C2C",2022-09-06 13:15:08.536,2.70928919033762,0.0434569986130154,78.2660846901221,3.44449038721227,2
"Catfish","C2D",2022-09-06 13:26:21.841,0.986181086770436,0.0158183446317978,138.470445948374,6.09408432618796,2
"Catfish","C3B",2022-09-06 13:29:38.624,0.579805147261255,0.00930007456207053,90.6600463146539,3.98994863830792,2
"Catfish","C3E",2022-09-06 13:32:44.430,0.368012337967134,0.00590291790099283,48.8747841277125,2.15097924946063,2
"Catfish","C4A",2022-09-06 13:36:10.137,0.247491001874456,0.00396975567006628,36.7962280207881,1.61940199519488,2
"Catfish","C4C",2022-09-06 13:43:02.538,0.495744590764469,0.00795174323586208,70.6558259810739,3.10956290142706,2
"Catfish","C4D",2022-09-06 13:50:51.137,7.08964876409276,0.113717966176048,296.034305846749,13.0284698003154,2
"Catfish","C5B",2022-09-06 13:54:55.830,0.84506505818868,0.0135548435333464,81.8519180847245,3.60230291490872,2
"Catfish","C5E",2022-09-06 13:58:42.825,1.42889683038762,0.0229195051594175,50.4796900102081,2.22161115734926,2
"Catfish","C1B",2022-09-06 15:53:56.744,0.718687829247408,0.0115277527811284,91.5884285828269,4.03080674193021,3
"Catfish","C1E",2022-09-06 15:56:39.345,0.348724680281077,0.00559354387170847,58.4791929566691,2.57366928202301,3
"Catfish","C2A",2022-09-06 15:59:39.932,0.25229056986189,0.00404674074058471,28.1194860817078,1.23753858245596,3
"Catfish","C2C",2022-09-06 16:07:14.944,0.381321794549353,0.00611640158457162,59.0588905723824,2.59918177409055,3
"Catfish","C2D",2022-09-06 16:16:42.354,0.234759988565763,0.00376555021659484,39.6715056937763,1.7459429655831,3
"Catfish","C3B",2022-09-06 16:20:41.241,0.872959260310947,0.0140022665353876,108.544835148755,4.77705819489671,3
"Catfish","C3E",2022-09-06 16:24:18.049,0.592111435709669,0.00949746742878309,82.8925808883968,3.64810248489834,3
"Catfish","C4A",2022-09-06 16:27:20.026,0.917651670990466,0.0147191328026871,28.8479564701036,1.26959856424926,3
"Catfish","C4C",2022-09-06 16:38:22.631,1.30965572861959,0.0210068778870582,48.343494498875,2.12759719289549,3
"Catfish","C4D",2022-09-06 16:44:53.440,0.442073107586856,0.00709085264569317,46.997633563072,2.0683658531108,3
"Catfish","C5B",2022-09-06 16:49:56.335,1.63569286666485,0.0262365135813042,179.168650287075,7.88521229913419,3
"Catfish","C5E",2022-09-06 16:52:43.338,2.23911736603087,0.0359154425511352,169.146152684468,7.44412217964344,3
"Catfish","C1B",2022-09-06 18:56:56.880,0.410302282867013,0.00658124861718689,47.5336098132051,2.09195416787916,4
"Catfish","C1E",2022-09-06 18:59:39.572,0.277350909731543,0.00444870859209395,27.0510965691694,1.19051876000915,4
"Catfish","C2A",2022-09-06 19:02:25.220,0.25890650438343,0.00415286033031021,31.9195910434517,1.40478120182231,4
"Catfish","C2C",2022-09-06 19:11:18.235,0.32124837853725,0.00515282399173749,37.7633156746359,1.66196352284073,4
"Catfish","C2D",2022-09-06 19:17:36.532,1.13887280064627,0.0182675197223661,109.829316509621,4.83358821958842,4
"Catfish","C3B",2022-09-06 19:20:45.052,0.489283448671386,0.00784810651668903,58.6482024917241,2.58110739166078,4
"Catfish","C3E",2022-09-06 19:23:23.855,0.74093462367411,0.0118845913637327,109.065373507417,4.79996708806142,4
"Catfish","C4A",2022-09-06 19:26:14.742,0.360274980364956,0.00577881068505389,40.6431441149477,1.78870477249885,4
"Catfish","C4C",2022-09-06 19:33:15.335,0.399113440348523,0.0064017795831903,42.0176247942932,1.84919566719684,4
"Catfish","C4D",2022-09-06 19:41:29.847,4.09115179591094,0.0656220748064114,52.7220515073852,2.32029748684002,4
"Catfish","C5B",2022-09-06 19:44:41.838,4.56910334596323,0.0732884176692502,83.4181223554428,3.67123156486304,4
"Catfish","C5E",2022-09-06 19:51:18.539,0.661003210169431,0.0106024914911177,57.1889496481535,2.51688567401524,4
"Catfish","C1B",2022-09-06 21:56:38.371,0.32106168246871,0.00514982938679811,43.5004551444779,1.91445503090847,5
"Catfish","C1E",2022-09-06 21:59:57.860,0.216823092347414,0.00347784240125252,73.0876044402898,3.21658547141715,5
"Catfish","C2A",2022-09-06 22:03:24.281,0.210112350319135,0.00337020209911893,26.1506876978392,1.1508917655819,5
"Catfish","C2C",2022-09-06 22:13:08.362,-3.35532163904109,-0.053819359090219,40.1452758280477,1.76679358919238,5
"Catfish","C2D",2022-09-06 22:19:15.658,0.431705289496377,0.00692455284352188,68.8080684695736,3.02824309334593,5
"Catfish","C3B",2022-09-06 22:22:35.256,0.526410331250605,0.0084436217132597,75.8784290456488,3.339409662299,5
"Catfish","C3E",2022-09-06 22:25:18.263,0.589668231840082,0.00945827843871492,53.4618046619975,2.35285402317451,5
"Catfish","C4A",2022-09-06 22:28:06.164,0.597066569708276,0.00957694777812074,48.4685999141849,2.13310308222328,5
"Catfish","C4C",2022-09-06 22:36:01.858,0.638217557965529,0.0102370096297671,36.93216815022,1.62538472029118,5
"Catfish","C4D",2022-09-06 22:42:50.363,0.915458702018807,0.0146839575803817,53.6811404921561,2.36250699305979,5
