"site","location","start_time","flux_ch4_mmol","flux_ch4_g","flux_co2_mmol","flux_co2_g","trip"
"Picks","P1B",2022-09-13 10:36:48.967,39.3729548146654,0.631542195227233,77.1441826943863,3.39511548037994,1
"Picks","P1E",2022-09-13 10:41:45.638,35.3401404205984,0.566855852346398,206.497498842783,9.08795492407087,1
"Picks","P2A",2022-09-13 10:45:18.444,13.6530767456869,0.218995351000818,63.188935652524,2.78094505806758,1
"Picks","P2C",2022-09-13 10:50:43.093,25.5429262196935,0.409708536563883,19.5996744008652,0.862581670382076,1
"Picks","P2D",2022-09-13 10:55:06.828,17.3064360238581,0.277595233822683,-130.753953343173,-5.75448148663306,1
"Picks","P3B",2022-09-13 10:59:31.638,7.45180965163845,0.119527026812281,-41.6242813526379,-1.83188462232959,1
"Picks","P3E",2022-09-13 11:03:01.434,31.658105050156,0.507796005004502,27.2493567054657,1.19924418860754,1
"Picks","P4A",2022-09-13 11:08:31.242,20.0348964164262,0.321359738519477,-65.1854544670849,-2.86881185109641,1
"Picks","P4C",2022-09-13 11:11:59.034,8.95748773390565,0.143678103251847,-313.538021168127,-13.7988083116093,1
"Picks","P4D",2022-09-13 11:15:45.733,5.9927657319857,0.0961239623410506,-330.075469650806,-14.526621419332,1
"Picks","P5B",2022-09-13 11:19:28.636,72.3055051171247,1.15978030207868,-326.060503199879,-14.3499227458267,1
"Picks","P5E",2022-09-13 11:24:19.445,23.2932796628144,0.373624205791542,-270.736360162446,-11.9151072107493,1
"Picks","P1B",2022-09-13 12:55:58.777,79.8265318235115,1.28041757044912,531.931755235925,23.4103165479331,2
"Picks","P1E",2022-09-13 13:00:13.126,38.3779992708486,0.615583108304412,295.627971025371,13.0105870048266,2
"Picks","P2A",2022-09-13 13:06:06.651,19.2322122519063,0.308484684520576,-108.317971024972,-4.76707390480903,2
"Picks","P2C",2022-09-13 13:10:43.433,49.9409245702076,0.801052430106131,481.448642945145,21.1885547760158,2
"Picks","P2D",2022-09-13 13:15:15.823,43.270637513709,0.694061025719892,498.532896382113,21.9404327697768,2
"Picks","P3B",2022-09-13 13:19:52.332,24.0370241216732,0.385553866911638,-123.361237815259,-5.42912807624956,2
"Picks","P3E",2022-09-13 13:23:14.031,12.1552627407039,0.194970414360891,181.465770973838,7.98630858055859,2
"Picks","P4A",2022-09-13 13:27:33.637,3.80764662333819,0.0610746518383446,-271.690151970642,-11.957083588228,2
"Picks","P4C",2022-09-13 13:33:08.150,3.88674472308939,0.0623433853583539,-256.870565021995,-11.304873566618,2
"Picks","P4D",2022-09-13 13:36:49.823,10.3701114442449,0.166336587565688,-199.933467539724,-8.79907190642324,2
"Picks","P5B",2022-09-13 13:43:50.335,28.2590939723675,0.453275867316774,-348.153710048702,-15.3222447792434,2
"Picks","P5E",2022-09-13 13:49:22.836,4.00028902138041,0.0641646359029418,-85.0311692339083,-3.7422217579843,2
"Picks","P1B",2022-09-13 16:09:17.987,39.9619767836363,0.640990107609526,203.291056049643,8.9468393767448,3
"Picks","P1E",2022-09-13 16:13:58.630,41.7929046329865,0.670358190313103,316.626415676605,13.9347285539274,3
"Picks","P2A",2022-09-13 16:19:02.133,8.67852747883564,0.139203580760524,63.2141130904816,2.7820531171121,3
"Picks","P2C",2022-09-13 16:23:02.631,13.5643914907836,0.217572839512169,38.7259068424554,1.70432716013646,3
"Picks","P2D",2022-09-13 16:27:53.027,10.9001671039589,0.1748386803475,150.295502935095,6.61450508417351,3
"Picks","P3B",2022-09-13 16:32:45.737,8.98041215261149,0.144045810927888,-206.49665786832,-9.08791791278474,3
"Picks","P3E",2022-09-13 16:36:45.540,11.0072230227566,0.176555857285016,96.0470164121966,4.22702919230077,3
"Picks","P4A",2022-09-13 16:40:46.139,7.52004194548136,0.120621472805521,-60.9207021749524,-2.68112010271965,3
"Picks","P4C",2022-09-13 16:50:17.750,5.22477771768519,0.0838054345916705,-44.3610047611962,-1.95232781954024,3
"Picks","P4D",2022-09-13 16:56:12.253,5.33943563761655,0.0856445476273695,-28.8319783291975,-1.26889536626798,3
"Picks","P5B",2022-09-13 17:02:35.532,5.02712683650305,0.080635114457509,-48.3579336715242,-2.12823266088378,3
"Picks","P5E",2022-09-13 17:09:04.338,11.0961066389747,0.177981550489154,-60.9148590423845,-2.68086294645534,3
"Picks","P1B",2022-09-13 19:08:52.657,14.1080209292545,0.226292655705242,130.58962077977,5.74724921051767,4
"Picks","P1E",2022-09-13 19:13:19.157,23.0329623911999,0.369448716754847,212.818755559105,9.36615343215623,4
"Picks","P2A",2022-09-13 19:16:28.825,8.27129130077774,0.132671512464475,98.8682777385182,4.35119290327219,4
"Picks","P2C",2022-09-13 19:22:50.224,13.3965636031161,0.214880880193983,123.17170023352,5.42078652727721,4
"Picks","P2D",2022-09-13 19:27:41.934,6.82547715654892,0.109480653591045,137.996754060104,6.07323714618518,4
"Picks","P3B",2022-09-13 19:32:38.623,9.25487141702395,0.148448137529064,123.91984207333,5.45371224964725,4
"Picks","P3E",2022-09-13 19:37:19.417,6.30492363046128,0.101130975032599,172.211809114376,7.57904171912371,4
"Picks","P4A",2022-09-13 19:42:03.336,12.3314377966562,0.197796262258365,94.8964733621134,4.17639379266661,4
"Picks","P4C",2022-09-13 19:46:58.032,23.8396727646223,0.382388351144542,82.3048860485833,3.62223803499815,4
"Picks","P4D",2022-09-13 19:51:24.723,8.33669278352259,0.133720552247702,158.430409894027,6.97252233943612,4
"Picks","P5B",2022-09-13 19:56:49.224,5.35259453705054,0.0858556163742907,123.729961755831,5.44535561687414,4
"Picks","P5E",2022-09-13 20:02:59.332,13.4918145003042,0.216408704584879,108.200392718875,4.76189928355768,4
