"change_diff_ch4","change_diff_co2","site","date","nl"
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
-0.000382717153911083,1.38259385250881,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
-0.000382717153911083,1.38259385250881,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.0246035461711281,4.33180318800718,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
-0.000382717153911083,1.38259385250881,"Deans",2022-08-16,1
0.0246035461711281,4.33180318800718,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.0132066285622874,4.07444422114971,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.0246035461711281,4.33180318800718,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
-0.000382717153911083,1.38259385250881,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0178780630668327,4.23684714701387,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
-0.000382717153911083,1.38259385250881,"Deans",2022-08-16,1
0.0246035461711281,4.33180318800718,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
-0.000382717153911083,1.38259385250881,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0080527430682335,2.4822475551609,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.0126908357580676,2.32134165528773,"Deans",2022-08-16,1
0.00414179535590336,3.03204649673871,"Deans",2022-08-16,1
0.0126556622544513,3.64539759745655,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0173010375469055,5.00494109654039,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.00983048229113354,2.35890361917698,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.0101732076799423,2.02548564445386,"Deans",2022-08-16,1
0.00922737363069809,2.48906187879961,"Deans",2022-08-16,1
0.00867421195909536,3.55324535894421,"Deans",2022-08-16,2
0.0129654030675331,3.35954735108739,"Deans",2022-08-16,2
0.0175895503068691,4.62089412177713,"Deans",2022-08-16,2
0.00187953910099614,2.20732017462376,"Deans",2022-08-16,2
0.00845916019649721,3.1937674745246,"Deans",2022-08-16,2
0.00472388256861123,1.87074873584289,"Deans",2022-08-16,2
0.011009929211368,3.63444682187629,"Deans",2022-08-16,2
0.00911297537408791,2.25386659980738,"Deans",2022-08-16,2
0.0116899181211148,3.04996493280178,"Deans",2022-08-16,2
0.0149783499006784,4.32516934699847,"Deans",2022-08-16,2
0.0186296042127897,3.98860039273186,"Deans",2022-08-16,2
0.00472388256861123,1.87074873584289,"Deans",2022-08-16,2
0.0109591046943828,2.40520176704367,"Deans",2022-08-16,2
0.0109591046943828,2.40520176704367,"Deans",2022-08-16,2
0.0112430722727924,3.00215060831677,"Deans",2022-08-16,2
0.0112170010964927,3.28175304997466,"Deans",2022-08-16,2
0.0186471909645978,3.32657242164745,"Deans",2022-08-16,2
0.0112170010964927,3.28175304997466,"Deans",2022-08-16,2
0.0114144349671968,2.83544162095521,"Deans",2022-08-16,2
0.00841631555698546,2.67669407601322,"Deans",2022-08-16,2
0.01554234581456,4.15564568408179,"Deans",2022-08-16,2
0.00668458449330072,2.76055418776916,"Deans",2022-08-16,2
0.0172170142311308,3.34535340359208,"Deans",2022-08-16,2
0.0135527183487654,3.36295451290674,"Deans",2022-08-16,2
0.0172170142311308,3.34535340359208,"Deans",2022-08-16,2
0.0186296042127897,3.98860039273186,"Deans",2022-08-16,2
0.00839872880517731,3.33872204709763,"Deans",2022-08-16,2
0.0135527183487654,3.36295451290674,"Deans",2022-08-16,2
0.0152538330545964,4.53969265884505,"Deans",2022-08-16,2
0.00894161267968352,2.42057558716894,"Deans",2022-08-16,2
0.00715750151792283,2.52876607059629,"Deans",2022-08-16,2
0.0135657599190195,3.68192235785869,"Deans",2022-08-16,2
0.0129654030675331,3.35954735108739,"Deans",2022-08-16,2
0.0129654030675331,3.35954735108739,"Deans",2022-08-16,2
0.015266862660642,3.94112237223521,"Deans",2022-08-16,2
0.0132642055888018,3.74700148767,"Deans",2022-08-16,2
0.0189050873667077,4.20312370457844,"Deans",2022-08-16,2
0.00698613882351845,2.69547505795785,"Deans",2022-08-16,2
0.0143726707635157,3.68192484237295,"Deans",2022-08-16,2
0.00845916019649721,3.1937674745246,"Deans",2022-08-16,2
0.0163281446196808,3.40702537158404,"Deans",2022-08-16,2
0.011009929211368,3.63444682187629,"Deans",2022-08-16,2
0.0143726707635157,3.68192484237295,"Deans",2022-08-16,2
0.0149783499006784,4.32516934699847,"Deans",2022-08-16,2
