"change_diff_ch4","change_diff_co2","site","date","np"
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.010926346591748,3.13174958942784,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.00889859104965491,2.71017769862312,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0113897563109391,4.06631674982953,"Deans",2022-08-16,1
0.0160193273374604,4.16803951285072,"Deans",2022-08-16,1
0.0114690048196118,2.39608477159962,"Deans",2022-08-16,1
0.0130289010040443,4.02800335492899,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0107383538263134,2.17259542199633,"Deans",2022-08-16,1
0.0121138617025934,2.98394777730439,"Deans",2022-08-16,1
0.00908644962858926,2.81244403918123,"Deans",2022-08-16,2
0.0107874760371028,2.31540080029589,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0112991098911165,3.64354039125996,"Deans",2022-08-16,2
0.0100969345157879,2.5637455516838,"Deans",2022-08-16,2
0.00908644962858926,2.81244403918123,"Deans",2022-08-16,2
0.0113256898028833,2.52940441183421,"Deans",2022-08-16,2
0.0124697136332092,3.78963911388928,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0115207560704605,3.24702586992563,"Deans",2022-08-16,2
0.0130483119442975,3.01108749646175,"Deans",2022-08-16,2
0.0110570259407939,2.84072755309013,"Deans",2022-08-16,2
0.0114630286957258,2.52203683539776,"Deans",2022-08-16,2
0.0114355234510148,3.10173404427681,"Deans",2022-08-16,2
0.011301455316338,3.88823846107676,"Deans",2022-08-16,2
0.0120104071373994,2.96248432579596,"Deans",2022-08-16,2
0.00908644962858926,2.81244403918123,"Deans",2022-08-16,2
0.0108822143082453,2.39375544841568,"Deans",2022-08-16,2
0.0122183242009019,3.38984227248419,"Deans",2022-08-16,2
0.0122724834681492,3.51991274972602,"Deans",2022-08-16,2
0.00908644962858926,2.81244403918123,"Deans",2022-08-16,2
0.00933478818136019,2.5827200447912,"Deans",2022-08-16,2
0.0112154134939753,2.31851701222974,"Deans",2022-08-16,2
0.00976555298173136,2.72004606900249,"Deans",2022-08-16,2
0.0109660738254276,2.52267461222292,"Deans",2022-08-16,2
0.0113828145643795,2.36972115304482,"Deans",2022-08-16,2
0.0136060676023607,3.46455224064017,"Deans",2022-08-16,2
0.0103832379004113,3.01883688709937,"Deans",2022-08-16,2
0.00975630031359195,2.45955337648708,"Deans",2022-08-16,2
0.0152166854424528,4.15040354813411,"Deans",2022-08-16,2
0.0115207560704605,3.24702586992563,"Deans",2022-08-16,2
0.0109489709993532,3.08136518500379,"Deans",2022-08-16,2
0.0126025490563898,2.83750163312932,"Deans",2022-08-16,2
0.0100969345157879,2.5637455516838,"Deans",2022-08-16,2
0.0102478469292143,3.44468480530823,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0114355234510148,3.10173404427681,"Deans",2022-08-16,2
0.0122724834681492,3.51991274972602,"Deans",2022-08-16,2
0.0108822143082453,2.39375544841568,"Deans",2022-08-16,2
0.00943788519759615,2.82229735453235,"Deans",2022-08-16,2
0.00920480593273473,2.67275962607431,"Deans",2022-08-16,2
0.0146648175581874,3.89243178811701,"Deans",2022-08-16,2
0.0129052932300038,4.03089256506371,"Deans",2022-08-16,2
0.00943788519759615,2.82229735453235,"Deans",2022-08-16,2
0.0141658942848674,3.790913799631,"Deans",2022-08-16,2
0.0141658942848674,3.790913799631,"Deans",2022-08-16,2
0.00908644962858926,2.81244403918123,"Deans",2022-08-16,2
0.0109660738254276,2.52267461222292,"Deans",2022-08-16,2
0.011301455316338,3.88823846107676,"Deans",2022-08-16,2
0.0110570259407939,2.84072755309013,"Deans",2022-08-16,2
0.0124697136332092,3.78963911388928,"Deans",2022-08-16,2
0.0124697136332092,3.78963911388928,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0113828145643795,2.36972115304482,"Deans",2022-08-16,2
0.0107874760371028,2.31540080029589,"Deans",2022-08-16,2
0.00920480593273473,2.67275962607431,"Deans",2022-08-16,2
0.00943788519759615,2.82229735453235,"Deans",2022-08-16,2
0.011125893943551,2.8356584285604,"Deans",2022-08-16,2
0.0103832379004113,3.01883688709937,"Deans",2022-08-16,2
0.0113828145643795,2.36972115304482,"Deans",2022-08-16,2
0.0113246815022572,2.59173938719076,"Deans",2022-08-16,2
0.0126025490563898,2.83750163312932,"Deans",2022-08-16,2
0.0156702117457997,4.16036860718925,"Deans",2022-08-16,2
0.0102478469292143,3.44468480530823,"Deans",2022-08-16,2
0.0107874760371028,2.31540080029589,"Deans",2022-08-16,2
0.0112991098911165,3.64354039125996,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0112631461729748,2.59769205069898,"Deans",2022-08-16,2
0.0113828145643795,2.36972115304482,"Deans",2022-08-16,2
0.0126025490563898,2.83750163312932,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0129052932300038,4.03089256506371,"Deans",2022-08-16,2
0.0126025490563898,2.83750163312932,"Deans",2022-08-16,2
0.0107874760371028,2.31540080029589,"Deans",2022-08-16,2
0.011301455316338,3.88823846107676,"Deans",2022-08-16,2
0.00975630031359195,2.45955337648708,"Deans",2022-08-16,2
0.0140875508663382,3.60490901329257,"Deans",2022-08-16,2
0.00933478818136019,2.5827200447912,"Deans",2022-08-16,2
0.0112154134939753,2.31851701222974,"Deans",2022-08-16,2
0.0130483119442975,3.01108749646175,"Deans",2022-08-16,2
0.0114355234510148,3.10173404427681,"Deans",2022-08-16,2
0.0110570259407939,2.84072755309013,"Deans",2022-08-16,2
0.0115207560704605,3.24702586992563,"Deans",2022-08-16,2
0.0108314231065051,2.64744235426736,"Deans",2022-08-16,2
0.0109612922826921,3.20222522643205,"Deans",2022-08-16,2
0.0126025490563898,2.83750163312932,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0122724834681492,3.51991274972602,"Deans",2022-08-16,2
0.0103832379004113,3.01883688709937,"Deans",2022-08-16,2
0.0110570259407939,2.84072755309013,"Deans",2022-08-16,2
0.0120104071373994,2.96248432579596,"Deans",2022-08-16,2
0.0124697136332092,3.78963911388928,"Deans",2022-08-16,2
0.0108241681706604,3.32455651311375,"Deans",2022-08-16,2
0.0109489709993532,3.08136518500379,"Deans",2022-08-16,2
0.0103832379004113,3.01883688709937,"Deans",2022-08-16,2
0.0122183242009019,3.38984227248419,"Deans",2022-08-16,2
0.0120104071373994,2.96248432579596,"Deans",2022-08-16,2
0.00908644962858926,2.81244403918123,"Deans",2022-08-16,2
0.0120104071373994,2.96248432579596,"Deans",2022-08-16,2
0.0157263764371166,4.15432116169608,"Deans",2022-08-16,2
0.0110120267495948,3.42682285367186,"Deans",2022-08-16,3
0.0119526564764894,3.48214355398716,"Deans",2022-08-16,3
0.0108779384613104,2.71895147865989,"Deans",2022-08-16,3
0.011239499547651,2.50304079327941,"Deans",2022-08-16,3
0.0109875945416013,2.6230475782543,"Deans",2022-08-16,3
0.0112094373700893,2.44446907602788,"Deans",2022-08-16,3
0.0125046593241533,3.8601147508935,"Deans",2022-08-16,3
0.0109839166902973,3.15184082200801,"Deans",2022-08-16,3
0.0106342281891653,3.52501375766357,"Deans",2022-08-16,3
0.0112651875793036,3.71908515279391,"Deans",2022-08-16,3
0.0111517876909567,2.75257487566597,"Deans",2022-08-16,3
0.0106383368335754,3.13014510588013,"Deans",2022-08-16,3
0.011543885293484,2.76261636482797,"Deans",2022-08-16,3
0.0102686677428785,2.77391759751573,"Deans",2022-08-16,3
0.0122251361815659,3.62535484028713,"Deans",2022-08-16,3
0.0108663687974493,2.71791799127157,"Deans",2022-08-16,3
0.0114809476327297,2.68938950521344,"Deans",2022-08-16,3
0.0122940041843229,3.6202857157574,"Deans",2022-08-16,3
0.0099441588925263,2.56181971704519,"Deans",2022-08-16,3
0.0125046593241533,3.8601147508935,"Deans",2022-08-16,3
0.0119974115968308,2.77258142388311,"Deans",2022-08-16,3
0.0113586816388175,2.8783437716544,"Deans",2022-08-16,3
0.0111559579944291,2.58075581627157,"Deans",2022-08-16,3
0.00952264676029454,2.6849863853493,"Deans",2022-08-16,3
0.0142462369457847,3.95294236606609,"Deans",2022-08-16,3
0.0118660838200448,3.1581389413871,"Deans",2022-08-16,3
0.0113634623186017,3.43667616902298,"Deans",2022-08-16,3
0.0153772608454558,4.14665025603462,"Deans",2022-08-16,3
0.0143718666578435,3.87871343696238,"Deans",2022-08-16,3
0.0113122683837642,2.74049742899854,"Deans",2022-08-16,3
0.0111517876909567,2.75257487566597,"Deans",2022-08-16,3
0.0130423358204115,3.13703956025989,"Deans",2022-08-16,3
0.0140402035797548,3.71035110385368,"Deans",2022-08-16,3
0.0114070066549066,2.81885207711832,"Deans",2022-08-16,3
0.011925373300558,3.37612392132956,"Deans",2022-08-16,3
0.0100717678648112,2.68262799645368,"Deans",2022-08-16,3
0.0109662358733199,2.91673400007429,"Deans",2022-08-16,3
0.0102810926602533,2.88465000518973,"Deans",2022-08-16,3
0.0108348670216619,2.49919753897679,"Deans",2022-08-16,3
0.0112094373700893,2.44446907602788,"Deans",2022-08-16,3
0.0118660838200448,3.1581389413871,"Deans",2022-08-16,3
0.00984334319015138,2.48617779231392,"Deans",2022-08-16,3
0.0125046593241533,3.8601147508935,"Deans",2022-08-16,3
0.0108373416225211,2.69134229533381,"Deans",2022-08-16,3
0.0114070066549066,2.81885207711832,"Deans",2022-08-16,3
0.0135587203157773,3.56999433120128,"Deans",2022-08-16,3
0.0118670921206709,3.09580396603055,"Deans",2022-08-16,3
0.0113634623186017,3.43667616902298,"Deans",2022-08-16,3
0.0113634623186017,3.43667616902298,"Deans",2022-08-16,3
